Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO27,OUT035,1543.5864060212066
DRL23,OUT027,2708.515083888755
FDS28,OUT046,946.3787027442816
FDX24,OUT013,1466.4649907456708
FDZ02,OUT035,1559.6509852770548
FDL46,OUT045,1850.0713837242631
FDS60,OUT027,4695.15675381005
NCO06,OUT017,696.4283045552717
FDO16,OUT035,1545.5384315310425
FDC60,OUT049,1569.3091842887404
FDA48,OUT018,3171.066153857858
FDZ36,OUT027,4825.4165262597835
FDK27,OUT045,2109.3201366831863
FDW23,OUT018,684.9434163435815
FDM14,OUT018,1530.5713627020014
FDM14,OUT013,1680.345147106126
FDW60,OUT018,2882.746756540731
FDE21,OUT013,1960.5502835253844
NCM42,OUT035,1697.7988055643134
FDY59,OUT010,253.00470186617366
DRI49,OUT049,1317.8063587629722
FDT28,OUT019,394.8014300678493
FDQ22,OUT018,544.0463358981575
FDR60,OUT049,1245.9435842668875
FDC50,OUT019,257.21913063832193
FDV24,OUT013,2423.7079917575347
DRF48,OUT010,571.9808655308224
FDQ47,OUT046,766.0272184597353
DRN36,OUT049,1555.6631757321165
NCY06,OUT035,2121.7681792079684
FDE52,OUT035,1474.2640691559664
NCB54,OUT045,2067.021596172167
NCF31,OUT035,2497.5896564166674
FDJ08,OUT027,5122.569895942179
NCC07,OUT017,1668.3104298569676
NCD19,OUT027,1749.9755330368628
FDL46,OUT049,1992.078217451128
FDM20,OUT045,3879.460406939363
NCI06,OUT010,493.67741843034446
DRM11,OUT035,3880.6534491216603
NCH07,OUT018,2331.237165623173
FDS23,OUT013,2232.4010003912827
FDO49,OUT018,618.5096574869232
FDS35,OUT049,1077.1755877958244
DRK39,OUT045,1337.5565551800044
DRI39,OUT049,961.16334108575
FDV04,OUT017,2605.7787704134407
NCN14,OUT035,3114.710177867275
FDH08,OUT013,4034.6126168724345
FDS20,OUT046,3148.0592868006424
FDV40,OUT049,1200.441906743465
FDZ48,OUT010,282.6244710112385
FDS24,OUT027,2333.53261562749
FDK44,OUT049,2966.546994303633
FDS48,OUT045,2503.715157567091
FDK26,OUT010,636.573936948525
FDD23,OUT045,3124.568420764358
NCH54,OUT017,2692.280313548406
NCP14,OUT010,290.85364445913643
FDM60,OUT010,19.229012712589302
FDV24,OUT017,2421.143197239986
FDH08,OUT018,3342.1455177236435
FDS12,OUT027,3403.027183428608
FDR39,OUT027,4935.416960796672
FDP12,OUT027,1205.8271406086287
DRF60,OUT027,6178.080099254822
FDC09,OUT035,1717.8905015983364
FDF50,OUT018,3047.4767449287006
FDG28,OUT035,4044.226373647088
NCE19,OUT017,965.5989792784806
NCM53,OUT010,280.2162077016411
NCN18,OUT049,1794.7253436586582
FDF32,OUT035,3252.5365785721415
FDF11,OUT013,4198.701915794663
DRI59,OUT049,3854.5145155845657
NCG54,OUT035,2810.013445593874
FDM44,OUT046,1651.912023308711
FDT57,OUT018,3436.7423643081447
FDV24,OUT046,2358.9998932811495
FDI50,OUT019,731.4384194045969
FDS09,OUT035,841.3439129313257
NCC31,OUT027,3868.5202933767628
FDQ07,OUT019,586.1289595711396
FDC22,OUT017,3133.891355294487
FDZ56,OUT046,2735.356375605979
FDZ40,OUT019,139.98302120074146
FDS46,OUT027,3023.630854382163
DRD24,OUT045,2092.326731703499
FDV45,OUT017,3184.636537677887
FDL26,OUT045,2446.1186466552717
FDA56,OUT018,1838.494743956488
FDN27,OUT046,1710.5692615010967
FDM20,OUT049,4131.865916791885
FDO16,OUT017,1522.2473198497823
FDL03,OUT035,3225.0730591988367
FDE58,OUT046,1892.0942832438107
FDI02,OUT027,3041.799409190592
NCC55,OUT019,35.73424164148571
FDR03,OUT018,3089.13286932804
FDB14,OUT017,1525.3883289484113
FDR45,OUT013,4144.967928337313
NCN07,OUT017,2133.943232417109
FDM51,OUT019,315.13158847547686
FDT52,OUT027,6284.57980555816
FDL26,OUT046,2355.4055378102435
NCZ42,OUT046,3860.014393293541
DRI47,OUT019,402.78181497352085
FDW40,OUT013,2226.292477541812
FDN34,OUT046,2839.4148241352796
FDS01,OUT035,3002.141711188789
NCG55,OUT045,1906.609207715387
FDC11,OUT035,1338.4771252998034
FDX35,OUT018,3345.034281783051
NCB06,OUT046,2513.3781593488693
FDR09,OUT019,774.0119442995641
FDC53,OUT017,1601.3346773414582
FDY45,OUT013,4322.883401761451
FDA22,OUT010,443.5246532088024
FDE02,OUT035,1560.04770573965
FDW21,OUT045,1768.2583523277976
FDV34,OUT046,1143.9008132320728
FDS59,OUT049,1692.2424119858674
NCW17,OUT017,2175.3668281397963
NCK54,OUT046,1934.9077077466495
FDG17,OUT019,757.9823639522689
FDG35,OUT017,2630.7502025905487
FDD08,OUT010,1.0
NCO07,OUT017,3664.6761682900774
FDJ10,OUT010,316.5119382309551
FDW36,OUT017,1687.7516338898495
FDW21,OUT010,330.4455101598368
FDY19,OUT017,1929.9858861937612
DRE03,OUT013,764.9114185195824
NCC55,OUT049,736.9918227560587
FDH52,OUT010,140.9442353677928
FDO09,OUT017,4135.365278519237
FDU43,OUT045,3877.770891040223
FDX09,OUT010,504.82937463513696
FDH40,OUT019,261.6001832955256
FDW58,OUT017,1692.1191039743658
FDC47,OUT017,3755.3079507455463
NCR41,OUT035,1597.216130266503
DRG49,OUT035,4038.887907723915
FDC52,OUT027,3743.27775722711
FDY13,OUT046,1141.836705686232
FDY35,OUT013,745.2803819265323
FDI35,OUT017,3260.4464350832422
NCU18,OUT049,2159.0012117521846
FDY33,OUT018,2346.7541708695544
FDC15,OUT027,3717.06820220338
FDU01,OUT049,3248.309320005995
NCU42,OUT046,2783.206707479229
NCV29,OUT018,2826.758033414015
NCY30,OUT017,3197.291983167079
FDQ46,OUT049,1911.2972628284767
FDG58,OUT027,3898.351507200434
FDK33,OUT017,3574.7994228588286
NCD07,OUT045,1900.6917915781285
NCX29,OUT027,3708.441007828327
NCT42,OUT013,2399.331305528794
DRN59,OUT035,822.4703051486883
FDI44,OUT035,1347.0206849405595
FDA45,OUT049,2544.372350532912
FDP31,OUT045,870.4590672803405
FDY01,OUT046,1915.4606238890065
FDT09,OUT018,1890.0996548535115
DRH03,OUT027,2546.0140625626655
FDA36,OUT018,2723.439183533742
NCF31,OUT017,2491.347809766702
FDG14,OUT049,2431.985304763854
FDG28,OUT027,6307.835988798515
FDU14,OUT049,3921.1278065790207
FDY47,OUT019,343.6035282116741
FDI56,OUT049,1456.5685081020497
DRD01,OUT013,907.3684549623716
FDM22,OUT046,975.829482171788
FDH33,OUT013,732.9891572614526
DRZ24,OUT013,1935.281024965788
NCQ38,OUT046,1675.4539146586244
FDO16,OUT027,2101.524287878307
FDU07,OUT027,3686.477871518763
NCB07,OUT013,3090.4996216031186
FDU48,OUT045,2055.863962122923
NCM43,OUT045,2776.4527092033477
FDR31,OUT010,337.65799658585496
DRK49,OUT018,542.1812115151806
NCI30,OUT010,611.7788067495737
DRD60,OUT017,2911.609749885198
NCG19,OUT046,3498.1425505437333
FDH12,OUT035,1688.312485640967
FDM32,OUT035,1484.3544036302012
FDM27,OUT035,2502.2764856542567
NCU53,OUT027,3844.0924229040165
NCQ18,OUT046,1640.0393183022102
FDS10,OUT013,2939.598235984596
FDB33,OUT027,4012.980573235834
FDI12,OUT013,1414.053450009571
NCW42,OUT013,3474.596847038199
NCC06,OUT018,1864.9112984598798
FDW02,OUT017,2221.9980712019897
NCD43,OUT017,1703.2459995097518
FDM57,OUT018,1146.1225000045977
FDA58,OUT017,3816.4487253642537
FDK56,OUT046,3006.144364696363
FDP52,OUT045,3877.6112683913057
FDW20,OUT018,1783.8308173757114
FDS52,OUT049,1636.5915886871387
NCT29,OUT018,1736.3156969360357
NCL54,OUT013,3024.2041162648025
FDC05,OUT045,3143.28240755611
FDF34,OUT035,3316.582306882932
FDP03,OUT027,3200.6538581977957
FDD32,OUT010,225.89571071792201
FDZ10,OUT045,2111.2673763771713
FDZ40,OUT035,948.3994739056604
FDD51,OUT018,583.5007459956549
NCY30,OUT019,523.5883785270528
FDP58,OUT017,3429.884864051642
FDV49,OUT017,4199.398259744982
FDY24,OUT019,146.0912146928061
NCO55,OUT017,1687.1122746541237
FDR13,OUT017,1983.6963814328444
FDS51,OUT017,1004.4504950865313
FDP26,OUT045,1644.3205334945658
NCB54,OUT027,3345.052105102012
FDF32,OUT017,3231.1604994806444
FDN31,OUT018,2761.8829341756546
DRM48,OUT017,721.7226595182981
FDN20,OUT049,2833.8699644132694
DRL01,OUT046,3775.2874426192757
FDV56,OUT049,1695.9039753318555
DRH13,OUT027,2721.4064849557894
FDA03,OUT017,2501.9593192784114
FDF47,OUT027,5789.224610669871
FDX32,OUT046,2392.847899440395
FDX57,OUT049,1548.3118901431278
NCA30,OUT045,2974.670298355631
FDO49,OUT013,787.9951972138552
FDL04,OUT019,232.78043613509269
DRM48,OUT035,724.9683199238182
FDR16,OUT013,3298.041702639299
NCC19,OUT018,2874.3858403771255
NCE42,OUT045,3946.150845693218
FDY24,OUT017,1063.2113956042645
FDH19,OUT049,2925.4373667804507
FDJ46,OUT013,2999.635919724901
FDN45,OUT010,504.7704176649946
FDY08,OUT035,2145.410000915938
FDZ37,OUT035,1428.8089306986637
NCT30,OUT045,806.1773008119826
DRY23,OUT018,590.8120756253636
NCZ30,OUT018,1804.7201848938832
FDC44,OUT018,1685.1126855120906
FDB45,OUT035,1604.2462414063057
FDY04,OUT013,2692.9052253078357
FDM27,OUT046,2646.12507323083
FDZ43,OUT017,4012.4669195012452
FDT39,OUT019,369.9049342811499
NCC06,OUT019,342.5746655704924
FDL15,OUT027,3800.5846386214557
FDL57,OUT017,4098.566803022956
FDU08,OUT046,1577.4545250545295
FDK40,OUT017,4267.130873143668
FDQ12,OUT010,722.8785006888623
FDS48,OUT017,2526.839605399703
FDP09,OUT045,3405.5427830749395
FDW21,OUT049,1776.2884075755078
FDY25,OUT035,2925.221181258175
DRE13,OUT017,1418.201397079225
FDV43,OUT019,37.56041760092572
FDD22,OUT045,1862.8141632958825
FDM46,OUT019,290.3815779336707
NCO30,OUT010,543.9191126597757
FDM25,OUT046,2752.9588558051028
NCN41,OUT049,2109.0878570481345
FDU24,OUT045,1554.148876154952
FDZ50,OUT046,3104.6509146004696
FDP45,OUT013,4267.974360193759
NCM54,OUT045,2096.9501097273464
FDW10,OUT019,333.9146961006596
FDP20,OUT017,2105.1279880338498
FDK32,OUT046,2395.1462654571887
FDN52,OUT049,1419.296567270518
FDM58,OUT045,1812.4760768068315
FDZ46,OUT027,2865.8564217469193
NCA18,OUT018,1643.7248542681389
FDD35,OUT046,2099.0351049546584
NCK31,OUT035,849.6357301464283
FDI40,OUT027,2729.286505728864
FDT50,OUT019,247.93160669993546
NCT06,OUT046,2597.5004649402067
FDT31,OUT035,3181.239736391994
FDT45,OUT049,839.6410882000193
FDT13,OUT045,3169.92595386928
FDO50,OUT045,1410.3028475937267
NCU18,OUT010,335.5369060781258
NCR54,OUT049,3259.460107152374
NCO18,OUT018,2719.607993622554
FDU09,OUT045,925.0101961326736
FDT13,OUT018,2827.6635663414622
FDE09,OUT046,1916.4521194370182
NCK53,OUT019,311.7377855464381
FDG45,OUT049,3545.4493623226786
DRH15,OUT035,765.5986305711846
FDO21,OUT019,710.9451205408011
FDD14,OUT027,5002.064116069237
FDC09,OUT046,1682.7397005423652
FDH45,OUT027,1192.4581466911393
FDV32,OUT046,1068.8688667455435
FDG12,OUT035,2004.2794330439226
FDS32,OUT013,2167.570109901085
NCL55,OUT018,3474.361996111412
DRE01,OUT035,3857.3357688512738
DRE15,OUT049,1263.2114163942128
NCL42,OUT045,3793.3334949539544
FDP31,OUT013,880.9685566246819
FDN33,OUT018,1287.9946697407743
FDZ59,OUT046,2561.1746070591503
FDE45,OUT010,484.07312806317196
FDJ07,OUT013,1921.4144296540262
FDQ45,OUT018,2836.90164776948
FDM33,OUT027,5512.720411842728
FDO15,OUT010,190.48479538201704
FDM46,OUT013,1466.75887393455
FDR03,OUT045,3601.616371618681
FDY49,OUT018,2593.9217191331154
FDQ60,OUT045,1874.6868778225999
FDW10,OUT049,2576.06808072877
FDO51,OUT049,755.9846095815757
FDJ40,OUT018,1397.7448546275627
FDS20,OUT018,2820.030453314447
FDU45,OUT013,1918.0166828392332
FDV02,OUT035,2821.7374667889003
FDN09,OUT046,3843.9427120797177
NCM55,OUT027,5155.83831184372
FDN23,OUT018,2104.7794446733146
FDY31,OUT010,353.736410191538
FDW03,OUT010,333.6585265774712
FDD14,OUT046,2827.5511941284435
FDV23,OUT017,2102.825381339072
DRI03,OUT045,2799.70618133369
FDN13,OUT035,1595.0469776310913
FDF45,OUT027,1803.587287284638
FDU46,OUT035,1442.0884687518992
FDB57,OUT049,3786.110041798947
FDV12,OUT049,1681.279925751123
FDQ58,OUT013,2459.138023442296
NCA18,OUT017,1937.9756287223972
FDH52,OUT049,996.3849693266094
FDM24,OUT018,2065.677249768623
NCP43,OUT027,4770.58356852014
NCO18,OUT019,535.4633329496667
FDM32,OUT017,1462.746164562521
NCL07,OUT017,721.6080985742649
FDK03,OUT013,4257.076203777341
FDP59,OUT017,1537.3064086152244
FDQ24,OUT049,4225.146745402846
FDQ16,OUT018,1428.884476554465
FDU44,OUT013,2625.9875292036995
FDH28,OUT010,74.18926086536082
FDV28,OUT019,63.807063201993294
FDM22,OUT045,919.1030535149472
FDR56,OUT046,3096.1634614689247
FDV39,OUT049,3320.895525899942
FDU37,OUT019,279.91879326220095
FDQ11,OUT010,725.895254077692
FDX02,OUT045,3701.293388590602
NCS42,OUT018,1249.1660173448902
FDY57,OUT027,2637.0977299357396
FDB21,OUT049,4045.8739979026645
FDE28,OUT017,3765.1624184754683
FDQ55,OUT017,1994.6639082001004
FDA48,OUT049,3771.137304810971
FDZ19,OUT045,2722.9723674209736
NCC43,OUT045,3887.513157423729
NCV18,OUT046,1422.529564566151
NCA42,OUT018,2375.1264737279294
FDY45,OUT046,3903.7660031570194
NCC30,OUT045,2884.2060325191833
FDM57,OUT013,1396.151674916786
FDL09,OUT010,354.71674877786927
FDB09,OUT027,3264.1205914427937
FDT44,OUT035,1935.0089720184244
NCT06,OUT027,4104.090063368135
FDX26,OUT049,3320.458260777158
FDK32,OUT013,2478.904446682626
DRA12,OUT046,2073.0479614805695
FDO46,OUT010,686.934777760512
FDE52,OUT013,1384.1846842987006
NCH42,OUT045,3857.015025620755
FDV08,OUT035,777.2659485715111
FDB47,OUT018,3033.9440003599434
FDC28,OUT010,282.0845261584058
FDD22,OUT046,1908.4122191400893
FDS07,OUT027,3093.1656988001196
DRI13,OUT045,3512.582983065088
FDG32,OUT018,3342.3754114469507
FDU14,OUT017,3880.566417834875
FDD28,OUT019,153.6682591037668
NCP41,OUT017,1723.0799690798071
FDS08,OUT049,2898.708354524629
FDX47,OUT045,2507.8806902477236
FDC53,OUT019,299.68030319231764
FDQ19,OUT035,4127.19273286853
FDL14,OUT045,2476.143208017578
FDM33,OUT019,589.073166761702
FDA51,OUT045,1909.3643149905274
FDZ27,OUT018,643.9411865692307
FDT04,OUT046,732.9760971941332
DRC13,OUT049,2118.7363691690302
FDR16,OUT027,4954.873005278187
FDQ03,OUT027,6247.449517359671
FDE38,OUT035,2736.8129403379507
DRH23,OUT027,1782.4510814770779
FDT11,OUT019,674.9436471092755
FDD09,OUT035,3020.0248330689005
FDR40,OUT045,1369.6390547438293
FDX07,OUT017,3390.7459354237862
FDR07,OUT035,1687.705502803345
FDA51,OUT017,1939.925866884775
FDT59,OUT019,746.5949933834212
FDF20,OUT017,3229.86639654957
FDR13,OUT045,1942.5007982238897
FDY26,OUT049,3420.623212581151
FDW04,OUT017,2134.2821584027674
FDK52,OUT017,3830.436056832815
FDN60,OUT049,2590.5431619943843
FDM09,OUT019,523.0837867965212
FDP46,OUT049,1405.6933249920346
FDB50,OUT019,269.898885531876
NCQ29,OUT049,4108.67290148821
FDP16,OUT027,6020.100324678534
FDX33,OUT018,2360.048140480985
FDP07,OUT010,566.485571366133
FDN22,OUT046,3613.4983888236075
FDF39,OUT049,4267.785184197864
FDS21,OUT017,1031.4573419906249
NCM42,OUT013,1662.5345090488029
FDK50,OUT019,475.1653194426586
DRF13,OUT027,3688.671962358915
FDH35,OUT018,2343.9946542839207
FDP60,OUT018,1397.0664147060868
DRJ49,OUT027,3324.6228761303028
NCT42,OUT019,388.524906106611
FDE38,OUT049,2804.3344313017888
FDI04,OUT049,3266.63838223612
NCH54,OUT045,2538.1890098237022
FDT56,OUT049,958.9114246689962
DRD15,OUT018,3270.032414683934
FDV58,OUT013,2806.9294342215508
FDP21,OUT049,3287.386622509648
FDH05,OUT013,3942.365619774922
FDR10,OUT027,4139.621289788653
NCP06,OUT045,2352.8200867391956
FDF33,OUT049,1687.0003470850063
DRK37,OUT013,3205.8113388291194
DRH49,OUT045,1322.968679783095
FDT58,OUT013,2847.418521512434
FDD41,OUT018,1394.642138168721
FDP40,OUT018,1821.1218868985666
FDM51,OUT027,2692.6375908969208
FDO45,OUT010,217.9775315983801
FDW33,OUT010,292.58826383897394
FDY24,OUT045,1037.8122478050977
FDB10,OUT010,558.9999544748874
FDM40,OUT035,2111.81205420607
NCI06,OUT017,2901.626201627918
FDW12,OUT019,378.99639282903547
FDX48,OUT027,3856.6505773580557
NCW05,OUT027,2733.8418071928513
FDX27,OUT017,1499.8155903435168
DRM37,OUT045,3132.396144109825
FDA38,OUT045,3770.747277845839
FDR36,OUT046,774.6898750085575
FDZ45,OUT046,3134.6043735623316
FDG05,OUT017,2635.4833588697848
FDK28,OUT013,4091.2087020510826
FDV47,OUT045,1364.719343664631
FDN21,OUT045,2571.928338333824
FDP20,OUT027,3325.762973322486
FDI35,OUT045,3193.686650206089
DRY23,OUT013,738.7919041170923
FDA56,OUT017,2166.4455869492763
FDB09,OUT013,2129.8151254488603
NCO26,OUT027,3011.243114490335
FDQ49,OUT018,2277.5943966636746
FDI52,OUT027,3224.104633160988
FDZ44,OUT027,3032.3874681325874
FDZ09,OUT018,2413.2969483273146
FDY03,OUT049,1946.538932281154
NCG42,OUT017,2119.044866169366
DRI13,OUT027,5538.403197280286
FDQ32,OUT013,2155.1245061886693
FDW16,OUT035,1467.1272183611811
FDU27,OUT046,789.2251581288602
FDR28,OUT010,426.86238400276073
FDQ49,OUT010,395.8174284994009
FDS37,OUT046,1933.6204671982525
FDW26,OUT018,3189.275682770554
FDX12,OUT018,3484.899424332557
NCP06,OUT013,2392.332605131855
FDW45,OUT010,363.45871147855064
NCN30,OUT049,1525.2646148014894
FDN24,OUT049,862.3839549078259
NCL41,OUT027,1149.5133868820537
FDR02,OUT019,322.31894349339416
FDD09,OUT010,515.0147528791488
FDS33,OUT010,208.97574440782407
FDU22,OUT045,2010.5703701900297
FDI53,OUT013,2670.69755874101
DRH01,OUT049,2956.8512894344876
FDX32,OUT013,2225.7700755911796
NCP30,OUT018,526.0670277563321
FDB60,OUT045,3181.6741373442183
FDB14,OUT049,1465.9004481849158
NCP02,OUT035,935.5079701948339
FDJ10,OUT017,2198.657874847576
FDG34,OUT046,1821.135876231272
NCB18,OUT017,1398.590167274771
FDM16,OUT049,1096.783642300016
FDW25,OUT018,1512.459686297378
FDB35,OUT010,269.4774100120817
DRN11,OUT013,2196.0380784171516
FDF41,OUT019,490.85208797517146
FDH16,OUT045,1368.1209367438955
NCQ50,OUT018,2956.974356347309
DRH23,OUT018,744.2812163783859
DRJ37,OUT013,2471.1012098931587
DRJ24,OUT027,5166.757433337398
FDY16,OUT035,3118.8175507974433
FDQ27,OUT045,1816.167454585848
FDZ33,OUT045,2444.8027400243086
FDF29,OUT045,2136.692569469915
FDA08,OUT049,2723.922100842333
FDG31,OUT046,1073.8872363066146
FDE34,OUT019,626.4902398286443
NCR30,OUT027,2035.2423599753122
FDV33,OUT035,4118.381684475699
DRZ24,OUT018,1776.19894250322
NCL54,OUT035,2845.363026413065
FDR12,OUT049,3015.1954559135575
NCC54,OUT046,3570.5595769826946
DRN59,OUT013,806.2112181215443
FDX50,OUT019,320.3822134569529
FDV31,OUT027,4965.508072493538
NCA29,OUT027,4884.669801583945
FDW60,OUT049,3089.1325818826563
FDX08,OUT017,3291.5485770895134
DRD49,OUT013,3963.2166588772484
FDD33,OUT046,3542.061349797261
FDW35,OUT013,744.0346053533414
FDJ36,OUT017,1691.8775509243426
FDV51,OUT035,2841.9046746721338
FDW36,OUT046,1660.191632726339
FDH35,OUT046,2542.295204119433
NCS30,OUT027,3115.582226900572
FDN49,OUT017,751.9793986656632
FDL08,OUT018,3418.048694210055
FDI09,OUT013,3906.1442739651297
FDP19,OUT018,1898.281012898702
FDU21,OUT010,31.12340847135179
NCP41,OUT045,1663.2693623547107
FDY10,OUT013,1901.143482028756
FDP12,OUT018,505.09374235275567
NCN26,OUT049,1957.3506417127655
FDK44,OUT013,2988.502608120435
FDC28,OUT049,1679.4379206780038
FDJ41,OUT027,6050.624328714915
NCT29,OUT035,2120.422409246087
NCH42,OUT019,738.9300424521667
FDU60,OUT018,2465.549085120296
FDS02,OUT045,3130.287156265282
FDC51,OUT046,2114.0824209096413
FDU03,OUT013,3133.6949111344916
FDX39,OUT045,3521.4475254197614
NCY05,OUT010,15.218878871046494
NCL06,OUT027,6260.323845041768
FDD32,OUT035,1443.2160804548923
NCN41,OUT045,2070.3015099532186
NCX53,OUT049,2175.9038118889252
FDU57,OUT019,387.1666866709857
FDQ23,OUT046,1688.5803653219361
FDQ52,OUT045,3940.1362653054944
FDC14,OUT045,726.5286646684682
FDY09,OUT035,2941.9036184772667
FDQ28,OUT045,2475.5067723093966
FDV25,OUT046,3395.6602758660965
FDJ07,OUT035,1945.9119798946285
DRB25,OUT049,1680.4084984205906
FDK52,OUT019,574.1017038442227
FDY52,OUT027,1737.2381053352908
FDB28,OUT046,3053.181848451876
FDT36,OUT035,727.1456660969299
FDV25,OUT017,3640.8883763582485
NCN07,OUT027,3361.6227554882116
FDC57,OUT017,3192.561407092292
FDQ03,OUT018,3355.387136500289
FDU23,OUT017,2942.1700464055775
NCX41,OUT035,3590.6993260042173
NCD06,OUT035,842.8366969498852
FDW08,OUT045,1640.0591868505726
NCU29,OUT017,2523.636352621716
NCE06,OUT013,2572.3788484946185
FDV52,OUT010,228.12372151472076
FDB02,OUT017,2912.086294128292
NCR18,OUT045,747.7889989070173
FDK16,OUT049,1509.8265618298292
NCQ29,OUT010,753.3708662243887
FDZ01,OUT019,311.1738440522936
FDW27,OUT035,2444.2413826942857
FDD17,OUT018,3324.76484253605
FDW39,OUT013,2978.192599384749
DRH59,OUT045,1041.577256980246
FDS52,OUT013,1626.837035235832
FDU40,OUT027,5124.0457038672475
NCF54,OUT013,2925.624494545702
FDH46,OUT045,1650.0598261975026
NCP14,OUT049,1675.7069007810283
FDH50,OUT049,3359.3322138030803
DRF15,OUT010,370.16781893169775
FDV27,OUT027,2428.249881973877
NCJ06,OUT049,2048.0171854715522
FDN02,OUT018,3046.9289016183525
FDQ51,OUT049,839.2979791583614
FDQ07,OUT017,3778.0905141805015
FDS45,OUT049,1840.8068830005204
NCJ06,OUT045,2068.747671463635
FDD36,OUT035,1994.9307857125605
FDY25,OUT045,3178.1352936582302
FDU52,OUT046,2385.0238419887473
DRK47,OUT017,3902.927314276531
NCL30,OUT017,2110.267784256138
FDN22,OUT035,3860.527566257075
NCF30,OUT027,3330.199861636894
FDK03,OUT035,4109.0190307740495
FDT45,OUT017,938.2013558788278
NCC54,OUT027,5918.001652898024
FDP08,OUT018,2892.226955812681
FDU44,OUT046,2587.262504004453
